age,annual_income,purchase_amount,gender,city,product_category,payment_method,is_returned
57.696564,124505.96,301.99982,Other,Houston,Clothing,UPI,True
57.20235,113606.74,604.7427,Female,Los Angeles,Sports,Debit Card,False
45.309174,42716.035,348.7254,Other,San Diego,Sports,Debit Card,False
57.155777,110720.945,210.00484,Male,Los Angeles,Beauty,Credit Card,False
58.529434,43417.184,262.8995,Female,San Antonio,Beauty,UPI,False
31.338602,111047.76,1070.543,Female,San Jose,Electronics,UPI,False
28.899496,100621.305,37.33431,Other,San Antonio,Clothing,PayPal,True
42.733025,145036.33,697.7774,Male,New York,Beauty,PayPal,True
39.398464,132834.9,79.73777,Male,San Jose,Sports,UPI,False
42.20629,71384.125,372.33484,Male,Chicago,Sports,Debit Card,False
54.924187,76163.77,685.0864,Female,San Antonio,Clothing,Debit Card,False
29.004065,44011.863,91.960075,Male,Chicago,Electronics,UPI,True
26.536066,44001.184,279.38065,Other,Chicago,Beauty,PayPal,True
49.013836,87034.78,288.84552,Other,San Antonio,Home,Debit Card,True
49.005184,114576.125,0.0,Other,Houston,Beauty,UPI,True
49.474785,103362.84,532.49536,Male,Los Angeles,Sports,PayPal,True
54.6591,83122.49,862.852,Male,Chicago,Electronics,PayPal,False
53.087772,36478.805,189.57645,Other,San Antonio,Clothing,UPI,True
59.15327,114432.61,564.92303,Male,Phoenix,Electronics,Credit Card,False
49.06004,120954.94,0.33811674,Female,Dallas,Sports,PayPal,True
38.14186,135670.47,390.708,Male,New York,Beauty,PayPal,False
16.258335,125937.59,541.3631,Male,San Jose,Electronics,PayPal,True
36.183018,78034.33,138.96019,Other,San Jose,Home,PayPal,True
54.44705,64910.875,193.6552,Other,San Jose,Electronics,Debit Card,False
63.726093,90645.43,285.67953,Female,Phoenix,Clothing,UPI,True
54.17541,160085.92,30.013443,Male,New York,Clothing,Debit Card,False
40.637737,132139.03,572.8004,Female,San Antonio,Beauty,Debit Card,False
17.579021,94149.71,283.94687,Female,New York,Home,UPI,False
45.358665,64406.98,370.00284,Other,Houston,Sports,UPI,False
31.475033,38168.633,239.113,Other,New York,Home,UPI,False
56.80299,66789.61,624.7675,Other,San Antonio,Electronics,PayPal,False
55.74157,111562.695,967.4882,Female,Los Angeles,Home,UPI,True
56.985878,115068.84,477.15756,Female,Houston,Electronics,Debit Card,True
60.9424,111619.42,1142.37,Female,San Diego,Electronics,UPI,True
22.282602,86514.2,83.78107,Other,San Diego,Home,Debit Card,False
31.695986,49371.465,4.42082,Other,Los Angeles,Electronics,Credit Card,True
67.22174,54338.043,148.1433,Other,Chicago,Sports,PayPal,True
68.08437,61201.855,145.8288,Female,Los Angeles,Sports,PayPal,False
60.101433,145146.6,1064.5442,Other,Houston,Clothing,Credit Card,True
17.10252,75975.61,471.32523,Female,San Diego,Home,Debit Card,False
17.455866,92370.47,855.048,Male,San Jose,Sports,PayPal,False
23.33641,44949.266,189.19325,Other,Houston,Beauty,UPI,False
58.838566,54886.53,71.59005,Female,Los Angeles,Beauty,PayPal,False
25.195618,145857.69,868.6913,Male,Chicago,Electronics,UPI,True
34.165874,129566.26,520.369,Other,San Jose,Sports,Debit Card,False
46.671642,91754.46,685.8127,Male,Dallas,Clothing,Credit Card,True
57.2912,129441.875,1142.9059,Female,San Jose,Clothing,PayPal,True
64.735,62970.9,347.49213,Other,Los Angeles,Beauty,PayPal,True
50.1945,133316.33,1022.69104,Other,Houston,Clothing,Credit Card,False
58.57483,52903.67,111.59831,Female,Houston,Home,UPI,True
54.09897,86670.695,575.8076,Male,Los Angeles,Clothing,Credit Card,True
50.953194,88248.29,43.503128,Other,Chicago,Beauty,UPI,False
18.009205,69296.016,109.34006,Other,Phoenix,Sports,Credit Card,True
63.016453,116871.44,647.0309,Other,Phoenix,Clothing,Debit Card,True
23.01077,128998.35,202.91272,Other,Chicago,Clothing,PayPal,True
57.93711,112798.6,83.576355,Male,New York,Home,Credit Card,False
52.35384,57749.72,426.03732,Male,Los Angeles,Electronics,Debit Card,False
29.26982,130798.375,251.71548,Other,San Antonio,Home,Credit Card,True
31.445135,139222.7,1282.804,Male,San Jose,Beauty,Debit Card,False
16.746233,44558.086,139.71754,Female,Chicago,Electronics,Debit Card,False
33.318268,104911.73,111.12072,Male,Houston,Clothing,Debit Card,True
46.652466,49499.3,35.898617,Male,Phoenix,Beauty,PayPal,True
57.371044,141032.44,1201.1254,Female,San Diego,Clothing,UPI,False
50.453575,99745.914,336.2034,Male,Houston,Electronics,Debit Card,False
56.351246,33715.75,154.40082,Female,Philadelphia,Electronics,Credit Card,True
26.519537,42934.203,467.36612,Other,San Jose,Home,Credit Card,False
56.492477,119706.45,306.15445,Male,Houston,Electronics,Credit Card,False
41.555904,50455.25,69.9068,Male,Houston,Home,PayPal,True
40.862083,47462.32,227.7338,Female,San Jose,Electronics,PayPal,True
32.529297,128986.0,52.90501,Male,San Diego,Electronics,Debit Card,False
55.211723,111123.516,393.96213,Male,Philadelphia,Clothing,Credit Card,True
33.498596,51266.547,46.94884,Female,Houston,Sports,Debit Card,True
47.2902,86784.32,506.46808,Female,Los Angeles,Clothing,UPI,True
42.526344,84753.09,157.58017,Other,Houston,Home,PayPal,True
35.18457,51033.184,23.259256,Other,New York,Home,Debit Card,True
44.024475,75314.97,237.01503,Female,Houston,Home,Debit Card,True
51.198387,95835.945,821.8302,Male,Phoenix,Beauty,Credit Card,True
51.903732,90690.94,786.9076,Female,New York,Sports,Debit Card,True
34.146156,93558.83,699.22064,Other,Dallas,Beauty,UPI,False
20.335814,33338.81,208.08441,Other,Dallas,Electronics,UPI,False
49.251118,133705.45,1068.4164,Male,San Diego,Sports,Debit Card,True
57.725388,140364.89,118.368355,Other,Los Angeles,Clothing,UPI,False
31.590055,70146.445,535.1567,Male,New York,Sports,PayPal,False
61.489925,91316.68,771.16907,Female,San Jose,Electronics,UPI,False
24.735844,136142.36,1055.2306,Male,San Antonio,Sports,Credit Card,True
38.813915,148024.02,920.5992,Other,San Antonio,Home,UPI,False
68.783806,112237.46,648.2947,Male,Los Angeles,Sports,PayPal,False
52.4241,149236.81,1035.9612,Other,Los Angeles,Sports,PayPal,False
54.044094,37910.39,121.912056,Male,Dallas,Electronics,Debit Card,True
39.293777,59974.73,263.85635,Other,San Diego,Beauty,Debit Card,True
39.373493,78420.29,731.29407,Male,San Antonio,Sports,Credit Card,False
43.20978,59394.6,286.81418,Other,Phoenix,Clothing,Credit Card,False
48.076534,118856.164,463.89438,Other,San Antonio,Sports,UPI,True
28.572477,81802.72,853.223,Other,Los Angeles,Electronics,Debit Card,False
24.472534,120572.1,183.58229,Male,Houston,Clothing,PayPal,True
39.328293,130743.45,755.97925,Male,San Diego,Beauty,Debit Card,False
59.423088,123349.016,29.434793,Male,New York,Electronics,Debit Card,False
45.518898,96402.09,386.47397,Other,Chicago,Home,UPI,False
29.128967,98038.67,149.21829,Female,Chicago,Home,Debit Card,False
41.279285,66640.84,504.11658,Other,Chicago,Sports,Credit Card,False
27.309362,102829.66,934.5276,Other,Dallas,Beauty,Credit Card,True
59.67091,111710.52,1050.6173,Other,Chicago,Home,Credit Card,True
44.34746,110987.516,164.43706,Other,Dallas,Clothing,Debit Card,True
57.615906,69420.06,633.4913,Male,Philadelphia,Sports,Debit Card,False
27.268179,28395.01,129.46516,Female,Chicago,Sports,PayPal,True
20.74852,109207.836,552.98883,Other,Phoenix,Home,UPI,False
54.739693,111269.28,198.50775,Other,San Diego,Beauty,Debit Card,False
17.365541,49751.48,323.24377,Male,Phoenix,Electronics,Credit Card,True
42.69155,93111.09,128.90779,Male,San Jose,Clothing,Credit Card,False
26.603249,27670.85,128.79544,Female,Los Angeles,Beauty,Credit Card,True
48.05292,60422.023,415.3009,Other,New York,Home,UPI,False
63.66791,140741.81,806.98126,Female,San Jose,Sports,PayPal,False
41.671062,77591.836,627.90576,Other,Los Angeles,Clothing,Credit Card,False
44.711956,57138.105,293.99664,Female,San Antonio,Electronics,Debit Card,False
28.865404,58249.207,292.4826,Female,Philadelphia,Electronics,UPI,True
16.873081,101434.7,550.6669,Female,Philadelphia,Beauty,UPI,True
29.355488,67592.69,437.77072,Female,Dallas,Sports,Credit Card,True
53.423935,59040.66,258.82568,Other,San Diego,Clothing,Credit Card,False
26.432215,56951.95,279.9568,Other,San Diego,Electronics,Credit Card,False
27.99293,86464.91,790.1,Other,Houston,Electronics,Credit Card,True
49.928856,36699.543,242.4258,Female,San Jose,Sports,Credit Card,False
60.07323,112009.69,441.60413,Other,Dallas,Home,PayPal,False
33.878506,108814.67,186.58693,Other,San Diego,Clothing,PayPal,True
26.115286,69968.25,342.10648,Other,Philadelphia,Beauty,Credit Card,False
51.256783,113568.05,1174.8425,Other,Houston,Clothing,PayPal,True
45.814373,81212.25,599.37006,Other,Dallas,Home,Debit Card,True
49.64503,104975.02,498.1668,Other,New York,Clothing,PayPal,False
52.56817,93348.445,142.82776,Female,Los Angeles,Sports,UPI,True
34.26004,127503.56,1114.6941,Other,Dallas,Beauty,Debit Card,False
43.18558,36580.777,59.894505,Male,New York,Electronics,PayPal,False
61.252693,73364.016,225.94247,Female,San Jose,Beauty,PayPal,True
63.486435,75920.164,11.509351,Female,Houston,Clothing,Credit Card,True
42.31373,57610.715,40.20986,Male,San Antonio,Beauty,Credit Card,False
48.583023,127493.77,561.43396,Female,Los Angeles,Electronics,Credit Card,False
21.39108,149290.92,353.41052,Male,San Diego,Sports,Credit Card,True
55.76969,66765.73,370.5661,Male,Chicago,Beauty,Credit Card,True
21.376163,135906.28,1015.56384,Female,San Jose,Home,PayPal,True
50.65867,130079.19,959.70667,Male,Dallas,Beauty,Credit Card,True
54.89124,124259.49,158.37373,Female,Houston,Home,PayPal,True
65.54352,39703.48,431.77042,Other,San Diego,Home,Debit Card,False
59.900173,43581.797,31.310137,Female,San Antonio,Home,UPI,True
38.06478,54549.07,431.11728,Female,New York,Home,Credit Card,True
49.829636,145976.02,530.01373,Other,Dallas,Electronics,Credit Card,True
52.020096,38336.582,180.82254,Other,Dallas,Home,UPI,True
49.78568,82555.2,274.58615,Female,Houston,Clothing,UPI,False
26.185287,30198.75,227.30621,Female,Los Angeles,Sports,UPI,True
22.87619,48502.418,237.87242,Other,Philadelphia,Electronics,Debit Card,True
41.149582,54282.746,260.84866,Other,San Antonio,Electronics,Debit Card,False
61.775482,89968.3,272.06418,Other,San Jose,Beauty,PayPal,False
43.480236,85545.86,512.22327,Female,Chicago,Clothing,PayPal,True
49.67676,47992.73,0.0,Female,San Diego,Clothing,Debit Card,True
26.881256,135119.03,147.86534,Male,San Diego,Electronics,Debit Card,False
58.004635,112479.66,453.57553,Female,San Jose,Beauty,Credit Card,False
60.797546,118780.734,604.2087,Female,Chicago,Clothing,PayPal,False
49.985397,100048.87,136.26567,Male,Los Angeles,Sports,Credit Card,False
44.29107,144322.42,1317.46,Female,San Diego,Electronics,UPI,False
42.92451,36078.88,5.796924,Other,Phoenix,Clothing,UPI,False
23.685062,67544.78,531.1932,Female,Los Angeles,Beauty,UPI,False
39.70481,100647.98,776.97565,Other,New York,Sports,PayPal,True
60.75819,70583.18,345.44855,Other,San Diego,Home,Credit Card,True
54.2841,56799.59,13.958353,Other,Philadelphia,Sports,Credit Card,False
39.197098,46423.29,116.060295,Other,San Antonio,Sports,Credit Card,False
33.051125,60953.14,401.29987,Female,San Diego,Electronics,PayPal,True
39.99379,40750.5,69.17956,Female,New York,Sports,UPI,False
36.367878,34636.61,212.47392,Other,New York,Sports,UPI,False
41.20939,106416.9,137.0774,Female,Los Angeles,Clothing,PayPal,False
51.49541,129285.11,1113.7671,Female,New York,Beauty,PayPal,False
42.914,45161.152,172.34488,Male,Dallas,Clothing,Debit Card,False
19.970387,70129.52,602.11176,Male,Houston,Beauty,Credit Card,True
59.650288,82424.445,234.76265,Other,San Antonio,Beauty,Debit Card,True
36.71545,123469.12,144.58179,Female,Dallas,Home,Credit Card,False
34.675037,81839.52,323.8756,Other,Dallas,Home,UPI,True
51.6988,124776.664,567.4287,Female,Houston,Home,UPI,True
35.155426,115261.14,617.5197,Other,San Antonio,Beauty,Credit Card,True
40.2755,77051.37,115.114944,Female,Phoenix,Sports,UPI,False
22.017204,109262.49,310.5196,Female,Phoenix,Home,Credit Card,False
61.33283,99248.58,239.06062,Male,Los Angeles,Clothing,Debit Card,True
29.926449,126189.97,1025.4357,Female,San Diego,Beauty,UPI,False
54.6643,138009.17,75.03288,Male,Phoenix,Clothing,UPI,False
36.78692,107840.07,656.9808,Other,Dallas,Sports,Credit Card,True
24.31013,68121.54,489.95773,Male,San Antonio,Beauty,Credit Card,False
64.116776,150776.33,236.2096,Male,Houston,Beauty,UPI,False
49.977406,149106.84,120.53365,Other,San Antonio,Home,PayPal,False
63.84341,112421.52,265.2104,Female,Los Angeles,Home,PayPal,True
29.248083,69927.03,390.37296,Female,San Jose,Electronics,UPI,False
63.09135,50282.71,106.382965,Other,San Diego,Clothing,UPI,True
40.008915,85984.72,664.9726,Female,New York,Beauty,Credit Card,True
60.21557,130813.9,840.69604,Female,Philadelphia,Sports,PayPal,False
57.00768,46356.863,234.30513,Male,Phoenix,Sports,Credit Card,False
34.14036,85844.766,44.543518,Female,Dallas,Clothing,Debit Card,False
63.37526,70923.41,464.1716,Male,San Diego,Sports,PayPal,True
51.01308,88379.87,599.2204,Female,San Antonio,Electronics,Debit Card,False
49.689137,33182.562,210.54771,Other,Dallas,Home,UPI,True
21.821964,110021.914,707.14594,Other,Houston,Home,Debit Card,False
24.50197,115184.54,386.61935,Other,San Jose,Electronics,Debit Card,True
50.35729,126117.77,1130.9235,Other,Chicago,Sports,UPI,False
46.73963,90497.06,780.6219,Male,Phoenix,Sports,PayPal,False
31.064602,52738.91,151.8283,Male,San Antonio,Sports,UPI,True
24.062792,101512.55,503.09882,Other,Houston,Electronics,UPI,True
31.945246,118752.09,999.53845,Male,San Jose,Beauty,PayPal,True
19.686617,55744.973,495.57614,Male,Dallas,Electronics,Credit Card,False
47.170673,136853.6,834.9024,Male,Houston,Clothing,Debit Card,True
37.2687,120239.06,586.443,Male,San Antonio,Clothing,Debit Card,False
65.76393,132833.73,315.06668,Male,San Antonio,Sports,Credit Card,False
30.04436,75194.234,399.27078,Other,Philadelphia,Sports,UPI,True
19.259825,96388.74,14.320685,Female,San Antonio,Clothing,UPI,False
62.44559,106359.09,272.58646,Male,Dallas,Beauty,Credit Card,True
34.408623,101059.41,765.7996,Other,Chicago,Electronics,Credit Card,False
51.32662,109170.02,514.95715,Female,Philadelphia,Home,Debit Card,True
36.93361,60496.715,297.88617,Female,San Antonio,Clothing,Credit Card,False
61.058628,84563.164,429.0799,Female,Los Angeles,Home,PayPal,True
59.103943,151655.27,1317.4115,Other,Philadelphia,Sports,PayPal,False
56.206524,128810.25,998.30457,Male,Dallas,Home,UPI,True
35.60574,122924.54,1284.3405,Female,Dallas,Sports,Credit Card,True
25.443916,34437.535,113.55949,Female,San Diego,Home,Debit Card,False
45.34991,51501.797,445.0621,Female,New York,Home,Credit Card,False
43.2402,90362.625,136.54582,Other,Chicago,Sports,Credit Card,True
30.921719,140949.8,447.53604,Female,Dallas,Home,Debit Card,False
58.599327,137980.31,770.11334,Female,Los Angeles,Clothing,Debit Card,True
32.363308,44976.95,167.67499,Other,New York,Sports,PayPal,True
37.76352,62021.562,32.47488,Male,San Diego,Sports,PayPal,True
32.442368,26080.678,213.53372,Female,San Antonio,Beauty,Credit Card,False
26.257948,120799.31,938.7026,Female,San Diego,Electronics,UPI,True
48.14094,67658.12,227.96864,Female,Los Angeles,Electronics,Credit Card,False
51.269287,126189.71,546.3742,Other,Chicago,Electronics,PayPal,False
46.13484,132153.0,1042.033,Male,Phoenix,Beauty,PayPal,True
43.85036,91494.17,234.47537,Female,Dallas,Electronics,UPI,False
23.340347,145170.31,530.56805,Female,San Jose,Clothing,UPI,False
23.250504,30929.94,209.92316,Female,Houston,Clothing,UPI,True
38.6027,120629.02,454.99307,Female,Philadelphia,Clothing,Debit Card,False
33.814674,94240.66,567.4504,Other,New York,Home,Credit Card,True
49.103874,37407.266,194.11069,Female,Los Angeles,Beauty,UPI,False
33.37348,101172.37,0.0,Other,New York,Electronics,UPI,True
24.859066,123648.19,678.8105,Male,San Antonio,Home,PayPal,False
58.657764,80816.984,397.3547,Female,Philadelphia,Clothing,Debit Card,True
23.204361,138841.72,1356.2805,Female,Los Angeles,Electronics,Credit Card,True
38.971172,42159.812,131.41861,Male,San Diego,Electronics,UPI,True
38.998627,94575.1,970.06665,Other,Philadelphia,Sports,PayPal,True
25.027864,53252.64,29.820442,Male,New York,Clothing,Credit Card,True
50.029705,117100.24,198.11578,Male,San Antonio,Electronics,Debit Card,True
36.806835,124956.6,683.4586,Female,San Antonio,Electronics,PayPal,True
31.449282,129944.414,732.0151,Female,San Diego,Electronics,Debit Card,False
31.849298,75096.805,474.3408,Male,New York,Sports,Credit Card,True
58.036533,136408.58,984.06287,Male,Philadelphia,Beauty,PayPal,True
53.482613,75430.77,348.20108,Other,San Jose,Sports,UPI,True
50.89111,41345.465,240.96895,Female,Dallas,Electronics,PayPal,False
51.255394,36831.844,246.44197,Male,San Antonio,Sports,UPI,True
21.189703,58377.008,430.71387,Female,Chicago,Sports,Credit Card,True
59.989357,137644.08,984.28485,Other,Houston,Clothing,PayPal,False
44.10052,130574.164,1259.4224,Male,Philadelphia,Beauty,UPI,True
38.85151,122883.75,975.8881,Other,San Diego,Home,Debit Card,True
27.550707,93098.77,415.27087,Female,San Diego,Clothing,Debit Card,True
54.492302,42601.63,395.45056,Other,San Antonio,Home,PayPal,True
52.856598,43383.895,183.48305,Female,San Antonio,Electronics,Debit Card,True
54.448997,54228.88,319.63904,Male,Philadelphia,Electronics,PayPal,True
58.740284,143612.64,788.7258,Other,Los Angeles,Electronics,UPI,False
30.08915,37897.316,310.12674,Male,Phoenix,Beauty,Credit Card,True
27.672813,124022.14,76.6982,Male,Philadelphia,Clothing,PayPal,False
46.3933,86457.016,697.12085,Male,Phoenix,Home,PayPal,False
22.423119,131829.84,464.3324,Female,Phoenix,Clothing,UPI,False
37.556713,100367.055,204.06808,Female,San Antonio,Home,PayPal,True
29.60639,126098.055,962.5014,Other,Houston,Home,Credit Card,False
43.59951,125875.54,630.1523,Other,Philadelphia,Electronics,UPI,True
17.120281,119787.63,972.297,Male,San Antonio,Home,PayPal,False
25.595165,94105.11,84.90412,Other,Chicago,Beauty,Credit Card,False
42.18158,78099.81,607.7435,Female,Dallas,Home,PayPal,False
21.150805,127381.32,308.12054,Female,Dallas,Home,UPI,False
53.979248,56482.297,609.46375,Other,San Jose,Sports,PayPal,False
26.812935,152525.7,561.58875,Male,Dallas,Home,UPI,False
55.066746,121086.98,346.70917,Other,Dallas,Beauty,PayPal,True
54.81838,69206.46,126.66912,Other,San Jose,Sports,UPI,False
61.219242,105694.695,918.4359,Female,New York,Home,PayPal,False
25.550905,43594.055,215.8144,Male,San Diego,Home,Credit Card,False
37.060097,79572.51,573.3065,Other,Houston,Beauty,Debit Card,False
41.74672,62398.785,461.5743,Other,San Jose,Electronics,UPI,True
24.182596,66246.19,294.49646,Female,Philadelphia,Clothing,Credit Card,True
66.09382,97531.805,708.2669,Male,Los Angeles,Electronics,UPI,True
47.415005,49567.562,271.15265,Other,Dallas,Home,UPI,True
55.33995,89279.516,545.2502,Other,San Diego,Sports,Debit Card,True
49.41723,48655.742,124.916855,Female,Chicago,Beauty,UPI,True
47.247128,97548.375,104.495224,Female,Dallas,Home,Debit Card,False
22.896664,57098.906,177.84564,Female,New York,Beauty,Debit Card,True
39.351524,70993.19,704.4031,Male,San Antonio,Sports,Credit Card,True
25.528936,119989.43,829.7056,Male,Phoenix,Home,Credit Card,True
64.15467,101885.01,0.0,Other,Philadelphia,Electronics,Credit Card,False
51.304558,116083.484,305.49258,Male,Chicago,Sports,UPI,True
28.745142,92390.6,574.22455,Female,San Diego,Electronics,PayPal,True
54.300083,103811.125,695.5527,Female,San Antonio,Sports,PayPal,False
66.122894,142050.3,710.04004,Other,Los Angeles,Clothing,Credit Card,False
52.50561,122737.36,76.24353,Other,Los Angeles,Clothing,Credit Card,True
49.015682,89328.64,845.06323,Male,Houston,Electronics,Credit Card,False
32.74201,58229.742,500.4108,Other,San Diego,Beauty,PayPal,True
57.553524,37203.38,250.19646,Female,Philadelphia,Clothing,Debit Card,False
24.201557,150972.06,784.9663,Other,New York,Home,Debit Card,True
45.087112,56093.105,105.57912,Male,Phoenix,Electronics,Debit Card,True
45.75935,129492.1,228.42932,Other,Chicago,Clothing,Credit Card,True
38.11288,73398.15,0.0,Male,San Antonio,Home,PayPal,False
19.86377,42009.734,0.0,Other,Dallas,Clothing,UPI,False
21.953613,66746.99,102.4,Female,Dallas,Sports,Credit Card,False
18.079723,85902.02,512.54944,Male,San Antonio,Beauty,Credit Card,True
46.2795,111341.07,852.1664,Female,Chicago,Sports,UPI,True
61.7143,83593.75,143.4279,Male,Philadelphia,Beauty,Debit Card,True
55.973644,78777.836,779.685,Female,San Diego,Electronics,UPI,True
60.814102,69700.914,458.4757,Male,New York,Electronics,UPI,True
61.292515,28123.645,456.63422,Female,Philadelphia,Clothing,PayPal,True
27.751352,130964.03,653.1384,Male,Houston,Electronics,UPI,True
25.128876,120562.59,840.0546,Male,Dallas,Clothing,PayPal,False
56.93363,72300.34,673.855,Other,San Diego,Home,Debit Card,False
38.48317,84809.0,351.50653,Other,Philadelphia,Electronics,Debit Card,False
52.87388,87020.17,97.061356,Male,Chicago,Sports,PayPal,False
55.569717,43931.06,255.05731,Female,Los Angeles,Beauty,Credit Card,True
58.372948,31427.773,193.7485,Female,San Jose,Home,Credit Card,True
63.83868,29858.213,0.0,Male,Houston,Electronics,Credit Card,True
66.11572,38055.605,149.91154,Other,Philadelphia,Clothing,UPI,True
57.64015,51809.438,210.93167,Female,Philadelphia,Clothing,Debit Card,False
66.700294,121557.83,838.82886,Male,San Antonio,Sports,Credit Card,True
51.904934,101808.695,441.98685,Other,Los Angeles,Sports,Credit Card,True
53.548428,51389.215,345.83188,Male,Houston,Beauty,Debit Card,False
27.526405,143206.8,894.4876,Other,Dallas,Beauty,Debit Card,True
21.76098,86425.016,515.361,Other,New York,Electronics,UPI,False
35.713444,50058.973,361.9643,Female,Phoenix,Sports,Credit Card,True
27.244192,75008.2,635.482,Other,New York,Home,Credit Card,False
32.03695,66617.016,128.27846,Other,New York,Clothing,PayPal,False
38.69029,64692.707,227.27989,Female,San Diego,Electronics,Debit Card,False
47.92972,117774.125,65.845604,Female,Philadelphia,Beauty,Credit Card,False
48.05803,80064.48,771.1945,Other,Philadelphia,Beauty,Debit Card,False
55.16831,104551.23,554.9103,Male,Houston,Clothing,Credit Card,True
21.606005,43561.105,108.82483,Other,Los Angeles,Electronics,Debit Card,False
18.662857,73530.97,466.84113,Female,Los Angeles,Clothing,Credit Card,True
36.189762,138283.52,437.36243,Male,San Jose,Sports,Debit Card,True
48.64793,82369.4,173.64215,Male,San Jose,Beauty,UPI,True
54.41874,111910.305,958.4025,Female,Dallas,Home,Debit Card,True
23.592112,31872.004,285.48044,Male,San Jose,Beauty,Debit Card,False
38.202587,88958.78,296.34497,Other,Phoenix,Clothing,Debit Card,True
16.500486,38503.332,42.821503,Other,San Antonio,Beauty,Credit Card,False
49.256344,150354.1,839.389,Female,New York,Sports,Credit Card,False
36.68149,87415.74,782.1519,Other,Phoenix,Clothing,Credit Card,True
48.405514,137984.73,1098.2882,Female,San Antonio,Home,Debit Card,True
55.106537,164248.83,378.9116,Female,Philadelphia,Clothing,UPI,False
57.249695,131306.17,513.3636,Female,Los Angeles,Home,PayPal,False
37.104744,49882.92,41.40436,Male,San Diego,Electronics,Credit Card,True
61.61034,55266.43,229.87888,Male,Houston,Beauty,PayPal,False
29.411892,89021.516,68.600075,Male,Philadelphia,Electronics,UPI,False
19.098082,95502.91,183.14056,Male,San Diego,Clothing,PayPal,True
14.898809,54832.703,139.97481,Male,San Antonio,Home,Debit Card,True
55.132378,52754.773,151.7226,Male,Chicago,Home,Debit Card,False
62.056877,61771.582,73.60767,Female,Philadelphia,Clothing,UPI,False
36.407063,74366.49,571.78625,Other,Chicago,Beauty,UPI,True
28.741655,57728.9,462.5297,Male,Houston,Clothing,UPI,False
44.378815,114178.11,478.77344,Other,Houston,Electronics,Debit Card,False
26.718836,62767.35,179.34082,Other,Phoenix,Clothing,UPI,True
59.010303,51059.133,115.43951,Other,Los Angeles,Electronics,Debit Card,False
58.742165,131857.33,736.23456,Male,San Diego,Home,Debit Card,False
67.30582,79227.94,362.63983,Female,San Diego,Sports,Credit Card,False
57.868977,138932.06,635.6127,Male,Houston,Clothing,Debit Card,True
34.310642,85906.81,0.0,Female,San Antonio,Beauty,Debit Card,False
32.632885,112039.555,62.697117,Male,Phoenix,Sports,PayPal,True
54.618813,44595.938,186.81873,Other,Philadelphia,Home,UPI,True
44.78388,87603.695,415.1542,Other,Philadelphia,Electronics,UPI,True
25.450531,105064.25,232.18413,Other,Los Angeles,Home,Debit Card,False
49.112446,91891.625,514.14825,Male,Phoenix,Clothing,Credit Card,True
20.455704,86173.64,0.0,Male,Philadelphia,Clothing,PayPal,True
35.911648,126847.23,966.6812,Other,Phoenix,Beauty,Debit Card,False
16.855589,130618.95,330.5312,Female,San Antonio,Sports,Credit Card,False
59.35104,104567.14,916.34906,Male,San Antonio,Clothing,PayPal,True
45.18013,53481.707,224.42435,Other,Dallas,Sports,Debit Card,True
38.8721,136666.9,221.27132,Other,San Antonio,Clothing,UPI,False
51.764767,37528.96,20.002493,Other,Chicago,Home,Credit Card,False
51.402527,134555.97,410.09073,Female,Los Angeles,Sports,UPI,True
37.31572,109095.27,0.0,Male,Chicago,Clothing,PayPal,False
42.91339,53261.2,469.2868,Male,Dallas,Sports,Debit Card,False
21.981792,75171.17,574.88336,Female,Phoenix,Electronics,Debit Card,False
58.576218,101109.445,271.03296,Other,San Jose,Sports,Credit Card,True
34.109077,50292.53,368.8723,Female,Phoenix,Clothing,Debit Card,True
59.76457,119435.32,188.10764,Other,Houston,Beauty,Credit Card,False
38.31009,128074.19,1337.0144,Female,Chicago,Electronics,Credit Card,False
49.831215,125223.05,128.02005,Male,San Jose,Clothing,PayPal,False
61.663506,118045.516,656.76886,Male,San Jose,Home,Debit Card,False
31.122395,48162.81,20.116999,Male,San Diego,Electronics,UPI,True
55.63291,68972.26,562.84924,Female,San Diego,Electronics,Credit Card,True
36.059456,110520.58,1039.2139,Female,Philadelphia,Beauty,UPI,True
35.798134,70909.64,105.27075,Other,San Antonio,Sports,UPI,True
62.675446,93980.33,169.07547,Other,New York,Clothing,Debit Card,False
58.754486,88515.78,320.24265,Male,Houston,Sports,UPI,True
38.153667,37924.27,294.2564,Male,Philadelphia,Sports,UPI,True
35.783424,62981.65,303.71494,Male,San Antonio,Electronics,UPI,True
34.655365,132014.45,487.7516,Male,San Antonio,Electronics,Debit Card,False
26.158293,114663.62,1145.8433,Other,San Diego,Clothing,UPI,True
19.623852,96678.92,645.2814,Male,San Diego,Clothing,Credit Card,False
29.097908,45838.47,407.29385,Other,Los Angeles,Clothing,Credit Card,True
48.574566,131984.34,484.70343,Male,New York,Home,Debit Card,False
38.00622,47267.434,251.9115,Male,Dallas,Clothing,UPI,True
55.730637,119309.95,714.8251,Other,Los Angeles,Sports,Credit Card,False
23.477896,122130.48,110.41722,Female,Houston,Beauty,PayPal,True
26.823027,56183.926,81.13003,Male,New York,Home,Debit Card,True
34.75151,143860.56,132.17448,Other,Chicago,Clothing,PayPal,False
50.31299,48032.355,276.58322,Female,Dallas,Sports,Debit Card,False
50.799248,46452.51,157.29738,Male,Philadelphia,Home,Debit Card,True
44.82708,122305.51,380.9671,Other,San Antonio,Sports,Debit Card,True
